user_id,nama,gender,usia,dob,segmen,segmen_label,pekerjaan,kota,tier_kota,populasi_kota,lat,long,pendapatan_bulan,pengeluaran_bulan,tabungan_bulan,spending_ratio,payment_dominan,punya_smartphone,txn_per_month_min,txn_per_month_max,impulse_base,weekend_boost,night_prob
BUDU00251,Andi Simatupang,L,45,1979-10-12,D,Kelas D (Menengah Bawah),SPG/SPB,Cirebon,Kota Kecil,320000,-7.0983,108.4962,2618630,2085034,533596,0.796,OVO,0,15,35,0.25,1.15,0.15
BUDU00252,Januar Susanto,L,35,1989-01-13,C,Kelas C (Menengah),Perawat,Palembang,Kota Besar,1700000,-3.2574,104.8707,6303670,4859461,1444209,0.771,GoPay,1,25,60,0.4,1.3,0.25
BUDU00253,Rizki Panggabean,L,24,2000-05-20,B,Kelas B (Menengah Atas),Dosen,Bandung,Kota Besar,2500000,-6.9535,107.3831,11788513,6022152,5766361,0.511,Transfer Bank,1,40,90,0.55,1.5,0.35
BUDU00254,Rizki Situmorang,L,42,1982-11-24,C,Kelas C (Menengah),Guru Tetap,Bogor,Metropolitan,1100000,-6.2717,107.1509,4301162,3249547,1051615,0.756,DANA,1,25,60,0.4,1.3,0.25
BUDU00255,Ulfa Tambunan,P,53,1971-10-03,A,Kelas A (Kaya),Konsultan Senior,Bogor,Metropolitan,1100000,-6.779,107.2672,149691678,72618648,77073030,0.485,Kartu Kredit,1,50,150,0.65,1.7,0.45
BUDU00256,Gilang Siregar,L,18,2006-08-18,C,Kelas C (Menengah),Guru Tetap,Denpasar,Kota Besar,900000,-8.3334,115.3321,5824634,4026333,1798301,0.691,Tunai,1,25,60,0.4,1.3,0.25
BUDU00257,Fajar Tobing,L,38,1986-11-02,C,Kelas C (Menengah),Guru Tetap,Semarang,Kota Besar,1800000,-6.9237,110.7887,5829588,3936250,1893338,0.675,Tunai,1,25,60,0.4,1.3,0.25
BUDU00258,Rudi Nugroho,L,31,1993-06-17,C,Kelas C (Menengah),PNS Golongan II,Tangerang Selatan,Metropolitan,1700000,-6.7334,106.6652,4844667,3827292,1017375,0.79,OVO,1,25,60,0.4,1.3,0.25
BUDU00259,Elisa Setiawan,P,20,2004-11-25,E,Kelas E (Miskin),Buruh Tani,Desa Sejahtera,Desa,4100,-5.9522,107.1103,1254047,1140145,113902,0.909,Tunai,0,8,20,0.15,1.05,0.08
BUDU00260,Wati Harahap,P,36,1988-01-23,C,Kelas C (Menengah),Guru Tetap,Yogyakarta,Kota Besar,420000,-7.4928,110.8304,3685736,2984627,701109,0.81,Kartu Debit,1,25,60,0.4,1.3,0.25
BUDU00261,Widya Wijaya,P,47,1977-10-11,B,Kelas B (Menengah Atas),Pengacara,Palembang,Kota Besar,1700000,-2.7735,104.3419,14706922,8849328,5857594,0.602,Kartu Kredit,1,40,90,0.55,1.5,0.35
BUDU00262,Dhea Kurniawan,P,36,1988-11-15,B,Kelas B (Menengah Atas),Dokter,Denpasar,Kota Besar,900000,-8.884,115.5152,15884899,8006891,7878008,0.504,Kartu Kredit,1,40,90,0.55,1.5,0.35
BUDU00263,Putri Wibowo,P,40,1984-04-28,C,Kelas C (Menengah),Wirausaha Kecil,Jakarta,Metropolitan,10500000,-6.0395,107.2375,3268066,2238074,1029992,0.685,GoPay,1,25,60,0.4,1.3,0.25
BUDU00264,Firmansyah Harahap,L,20,2004-08-10,E,Kelas E (Miskin),Buruh Pabrik,Desa Cikaret,Desa,2800,-5.7269,107.0593,852374,760670,91704,0.892,Tunai,0,8,20,0.15,1.05,0.08
BUDU00265,Fery Iskandar,L,29,1995-04-13,D,Kelas D (Menengah Bawah),Pedagang Warung,Pekalongan,Kota Kecil,310000,-6.4904,109.9521,1593847,1217803,376044,0.764,DANA,1,15,35,0.25,1.15,0.15
BUDU00266,Zulfi Sinaga,L,22,2002-06-10,C,Kelas C (Menengah),Sales,Purwokerto,Kota Kecil,290000,-7.9185,108.9167,5022035,3520991,1501044,0.701,GoPay,1,25,60,0.4,1.3,0.25
BUDU00267,Cantika Mahendra,P,32,1992-09-16,D,Kelas D (Menengah Bawah),SPG/SPB,Bandung,Kota Besar,2500000,-6.5553,107.433,2320856,2042533,278323,0.88,Tunai,1,15,35,0.25,1.15,0.15
BUDU00268,Rudi Kusuma,L,41,1983-09-12,A,Kelas A (Kaya),Partner Law Firm,Denpasar,Kota Besar,900000,-9.0535,115.5123,82813512,31982328,50831184,0.386,Kartu Kredit,1,50,150,0.65,1.7,0.45
BUDU00269,Irwan Gunawan,L,44,1980-06-19,B,Kelas B (Menengah Atas),Analis Keuangan,Tangerang Selatan,Metropolitan,1700000,-6.142,106.4402,16571117,10529299,6041818,0.635,OVO,1,40,90,0.55,1.5,0.35
BUDU00270,Zulfi Simatupang,L,45,1979-03-13,D,Kelas D (Menengah Bawah),Pedagang Warung,Yogyakarta,Kota Besar,420000,-7.3685,110.8394,2109835,1868500,241335,0.886,Tunai,1,15,35,0.25,1.15,0.15
BUDU00271,Candra Tobing,L,43,1981-04-25,D,Kelas D (Menengah Bawah),Pedagang Warung,Tegal,Kota Kecil,285000,-6.4953,108.8899,1537856,1310327,227529,0.852,OVO,1,15,35,0.25,1.15,0.15
BUDU00272,Maman Firmansyah,L,34,1990-01-24,E,Kelas E (Miskin),Nelayan,Makassar,Kota Besar,1500000,-4.703,119.5426,1140291,1038633,101658,0.911,Tunai,0,8,20,0.15,1.05,0.08
BUDU00273,Zara Wijaya,P,38,1986-01-07,C,Kelas C (Menengah),Wirausaha Kecil,Palembang,Kota Besar,1700000,-2.6485,104.4461,6740688,4111817,2628871,0.61,Transfer Bank,1,25,60,0.4,1.3,0.25
BUDU00274,Kevin Purnomo,L,30,1994-12-21,C,Kelas C (Menengah),Sales,Tasikmalaya,Kota Kecil,700000,-6.9976,108.6467,3200972,1938169,1262803,0.605,GoPay,1,25,60,0.4,1.3,0.25
BUDU00275,Kevin Nugroho,L,37,1987-09-25,C,Kelas C (Menengah),Perawat,Tangerang,Metropolitan,2100000,-6.2904,106.9416,3756556,2723737,1032819,0.725,GoPay,1,25,60,0.4,1.3,0.25
BUDU00276,Ahmad Nasution,L,33,1991-07-24,C,Kelas C (Menengah),Pegawai Swasta,Tegal,Kota Kecil,285000,-6.62,109.0713,4549290,3148509,1400781,0.692,OVO,1,25,60,0.4,1.3,0.25
BUDU00277,Andi Sutrisno,L,38,1986-11-17,D,Kelas D (Menengah Bawah),Guru Honorer,Desa Cikaret,Desa,2800,-5.8519,107.2472,2480075,2244960,235115,0.905,GoPay,1,15,35,0.25,1.15,0.15
BUDU00278,Dimas Gunawan,L,40,1984-07-28,D,Kelas D (Menengah Bawah),Admin Kantor,Purwokerto,Kota Kecil,290000,-7.7793,109.0557,2985163,2662399,322764,0.892,Tunai,1,15,35,0.25,1.15,0.15
BUDU00279,Lutfi Purwanto,L,31,1993-11-09,A,Kelas A (Kaya),Konsultan Senior,Tangerang Selatan,Metropolitan,1700000,-6.3379,107.1236,51198617,20033408,31165209,0.391,Kartu Kredit,1,50,150,0.65,1.7,0.45
BUDU00280,Afifah Saputra,P,22,2002-08-05,C,Kelas C (Menengah),Wirausaha Kecil,Jakarta,Metropolitan,10500000,-6.7019,106.558,3459187,2621256,837931,0.758,GoPay,1,25,60,0.4,1.3,0.25
BUDU00281,Hadi Lubis,L,30,1994-07-16,B,Kelas B (Menengah Atas),Engineer Senior,Palembang,Kota Besar,1700000,-2.5359,104.8792,10531231,5054704,5476527,0.48,Transfer Bank,1,40,90,0.55,1.5,0.35
BUDU00282,Widya Wibowo,P,43,1981-04-15,C,Kelas C (Menengah),Guru Tetap,Jombang,Kota Kecil,190000,-7.6577,112.084,4735375,3604852,1130523,0.761,OVO,1,25,60,0.4,1.3,0.25
BUDU00283,Lina Yulianto,P,33,1991-07-03,C,Kelas C (Menengah),Wirausaha Kecil,Semarang,Kota Besar,1800000,-7.4824,110.7469,4643428,2886922,1756506,0.622,Transfer Bank,1,25,60,0.4,1.3,0.25
BUDU00284,Januar Tobing,L,26,1998-11-16,E,Kelas E (Miskin),Buruh Pabrik,Purwokerto,Kota Kecil,290000,-7.2629,109.2748,1348450,1277334,71116,0.947,OVO,0,8,20,0.15,1.05,0.08
BUDU00285,Zulfi Simatupang,L,25,1999-10-21,C,Kelas C (Menengah),Perawat,Magelang,Kota Kecil,130000,-7.9524,110.2413,3960282,2911098,1049184,0.735,GoPay,1,25,60,0.4,1.3,0.25
BUDU00286,Cantika Nasution,P,41,1983-06-06,D,Kelas D (Menengah Bawah),Karyawan Toko,Palembang,Kota Besar,1700000,-2.6704,104.6036,2843826,2306107,537719,0.811,Tunai,0,15,35,0.25,1.15,0.15
BUDU00287,Wati Hidayat,P,44,1980-06-27,B,Kelas B (Menengah Atas),Wirausaha Menengah,Yogyakarta,Kota Besar,420000,-7.363,109.9881,17159573,9526828,7632745,0.555,Kartu Kredit,1,40,90,0.55,1.5,0.35
BUDU00288,Julia Harahap,P,24,2000-11-18,C,Kelas C (Menengah),Staf Administrasi,Palembang,Kota Besar,1700000,-2.6312,104.4994,6884603,5058910,1825693,0.735,GoPay,1,25,60,0.4,1.3,0.25
BUDU00289,Ayu Yulianto,P,37,1987-04-03,A,Kelas A (Kaya),Notaris,Yogyakarta,Kota Besar,420000,-7.9759,110.3077,72417008,20404382,52012626,0.282,Kartu Kredit,1,50,150,0.65,1.7,0.45
BUDU00290,Joko Prasetyo,L,20,2004-04-08,D,Kelas D (Menengah Bawah),Teknisi,Palembang,Kota Besar,1700000,-3.3198,104.4955,1735219,1395130,340089,0.804,OVO,1,15,35,0.25,1.15,0.15
BUDU00291,Kukuh Wijaya,L,56,1968-08-12,A,Kelas A (Kaya),Artis/Influencer,Jakarta,Metropolitan,10500000,-6.4231,106.437,139134670,63060204,76074466,0.453,Transfer Bank,1,50,150,0.65,1.7,0.45
BUDU00292,Dhea Lubis,P,40,1984-06-24,C,Kelas C (Menengah),PNS Golongan II,Semarang,Kota Besar,1800000,-6.7251,110.4208,6378663,4506427,1872236,0.706,DANA,1,25,60,0.4,1.3,0.25
BUDU00293,Prio Rahayu,L,26,1998-11-03,C,Kelas C (Menengah),Pegawai Swasta,Yogyakarta,Kota Besar,420000,-7.3299,110.2647,6313952,4979070,1334882,0.789,GoPay,1,25,60,0.4,1.3,0.25
BUDU00294,Budi Harahap,L,32,1992-07-11,B,Kelas B (Menengah Atas),Manajer,Jakarta,Metropolitan,10500000,-6.1053,107.0051,12907241,6790798,6116443,0.526,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00295,Hendra Lubis,L,31,1993-12-02,D,Kelas D (Menengah Bawah),Pedagang Warung,Jombang,Kota Kecil,190000,-7.2506,112.4531,1756404,1322257,434147,0.753,GoPay,1,15,35,0.25,1.15,0.15
BUDU00296,Sinta Saputra,P,24,2000-11-21,C,Kelas C (Menengah),Staf Administrasi,Jakarta,Metropolitan,10500000,-6.4773,107.214,6339788,5096692,1243096,0.804,GoPay,1,25,60,0.4,1.3,0.25
BUDU00297,Nanda Yulianto,L,18,2006-10-16,D,Kelas D (Menengah Bawah),Admin Kantor,Denpasar,Kota Besar,900000,-8.9226,115.4103,1516953,1278054,238899,0.843,GoPay,0,15,35,0.25,1.15,0.15
BUDU00298,Putri Kurniawan,P,22,2002-07-14,D,Kelas D (Menengah Bawah),Teknisi,Desa Rawa Indah,Desa,6500,-5.8676,107.1056,1791671,1370432,421239,0.765,GoPay,1,15,35,0.25,1.15,0.15
BUDU00299,Ahmad Nugroho,L,28,1996-07-16,E,Kelas E (Miskin),Nelayan,Magelang,Kota Kecil,130000,-7.4872,110.1598,1032398,951725,80673,0.922,Tunai,0,8,20,0.15,1.05,0.08
BUDU00300,Ivan Sihombing,L,47,1977-04-25,D,Kelas D (Menengah Bawah),Pedagang Warung,Pekalongan,Kota Kecil,310000,-7.263,109.3466,1902261,1652148,250113,0.869,Tunai,1,15,35,0.25,1.15,0.15
BUDU00301,Mira Firmansyah,P,46,1978-04-15,D,Kelas D (Menengah Bawah),SPG/SPB,Purwokerto,Kota Kecil,290000,-7.2735,109.6176,1945930,1732149,213781,0.89,DANA,0,15,35,0.25,1.15,0.15
BUDU00302,Galih Prasetyo,L,20,2004-04-12,D,Kelas D (Menengah Bawah),Karyawan Toko,Surabaya,Kota Besar,3100000,-7.2529,112.3694,1621844,1375692,246152,0.848,OVO,0,15,35,0.25,1.15,0.15
BUDU00303,Dimas Wijaya,L,34,1990-10-02,B,Kelas B (Menengah Atas),Arsitek,Tangerang Selatan,Metropolitan,1700000,-6.7632,106.64,15044037,8861655,6182382,0.589,Transfer Bank,1,40,90,0.55,1.5,0.35
BUDU00304,Hadi Tambunan,L,35,1989-11-28,B,Kelas B (Menengah Atas),Arsitek,Bogor,Metropolitan,1100000,-6.3317,106.559,9535116,4436230,5098886,0.465,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00305,Galih Susanto,L,28,1996-10-27,D,Kelas D (Menengah Bawah),Pedagang Warung,Cirebon,Kota Kecil,320000,-6.6566,108.4814,2391362,1982179,409183,0.829,Tunai,1,15,35,0.25,1.15,0.15
BUDU00306,Mulyadi Prasetyo,L,47,1977-06-25,A,Kelas A (Kaya),CEO/Direktur,Jakarta,Metropolitan,10500000,-5.7119,106.5291,130428032,45596525,84831507,0.35,GoPay,1,50,150,0.65,1.7,0.45
BUDU00307,Dimas Mahendra,L,40,1984-07-28,C,Kelas C (Menengah),Sales,Semarang,Kota Besar,1800000,-7.3186,110.2162,6109821,4200713,1909108,0.688,DANA,1,25,60,0.4,1.3,0.25
BUDU00308,Dinda Iskandar,P,36,1988-10-14,B,Kelas B (Menengah Atas),Wirausaha Menengah,Tangerang Selatan,Metropolitan,1700000,-5.9865,107.0734,8168399,5135307,3033092,0.629,Kartu Kredit,1,40,90,0.55,1.5,0.35
BUDU00309,Zara Firmansyah,P,37,1987-01-13,D,Kelas D (Menengah Bawah),Guru Honorer,Medan,Kota Besar,2400000,3.3488,98.9285,2519449,1944313,575136,0.772,Transfer Bank,1,15,35,0.25,1.15,0.15
BUDU00310,Hadi Hartono,L,42,1982-07-14,C,Kelas C (Menengah),PNS Golongan II,Tasikmalaya,Kota Kecil,700000,-7.0191,108.6367,3509477,2796135,713342,0.797,OVO,1,25,60,0.4,1.3,0.25
BUDU00311,Joko Wibowo,L,42,1982-05-03,C,Kelas C (Menengah),Wirausaha Kecil,Pekalongan,Kota Kecil,310000,-7.2965,109.9906,4426384,3206755,1219629,0.724,Tunai,1,25,60,0.4,1.3,0.25
BUDU00312,Vino Tambunan,L,28,1996-05-28,C,Kelas C (Menengah),Guru Tetap,Bandung,Kota Besar,2500000,-7.1026,107.2157,3902910,3180461,722449,0.815,DANA,1,25,60,0.4,1.3,0.25
BUDU00313,Lutfi Yulianto,L,42,1982-03-01,C,Kelas C (Menengah),Perawat,Bandung,Kota Besar,2500000,-7.0148,107.7916,4280109,3222168,1057941,0.753,Kartu Debit,1,25,60,0.4,1.3,0.25
BUDU00314,Wulan Sihombing,P,21,2003-04-13,D,Kelas D (Menengah Bawah),Teknisi,Medan,Kota Besar,2400000,3.5952,98.9024,1885115,1659796,225319,0.88,OVO,0,15,35,0.25,1.15,0.15
BUDU00315,Samsul Sutrisno,L,25,1999-08-10,D,Kelas D (Menengah Bawah),Admin Kantor,Kediri,Kota Kecil,320000,-7.7309,112.0526,2285345,2092988,192357,0.916,OVO,0,15,35,0.25,1.15,0.15
BUDU00316,Galih Manurung,L,25,1999-11-06,C,Kelas C (Menengah),PNS Golongan II,Pekalongan,Kota Kecil,310000,-7.1363,109.4831,5092852,4150404,942448,0.815,GoPay,1,25,60,0.4,1.3,0.25
BUDU00317,Agus Wahyudi,L,42,1982-04-25,C,Kelas C (Menengah),Perawat,Semarang,Kota Besar,1800000,-7.1346,110.8316,5801727,4660549,1141178,0.803,Transfer Bank,1,25,60,0.4,1.3,0.25
BUDU00318,Rina Wahyudi,P,57,1967-07-14,A,Kelas A (Kaya),Dokter Spesialis,Jakarta,Metropolitan,10500000,-6.4579,106.466,59941065,21200405,38740660,0.354,Transfer Bank,1,50,150,0.65,1.7,0.45
BUDU00319,Erwin Firmansyah,L,26,1998-03-28,B,Kelas B (Menengah Atas),Wirausaha Menengah,Tangerang Selatan,Metropolitan,1700000,-5.8457,107.0831,19970742,11057928,8912814,0.554,OVO,1,40,90,0.55,1.5,0.35
BUDU00320,Widya Lubis,P,31,1993-07-22,D,Kelas D (Menengah Bawah),Teknisi,Desa Makmur,Desa,3200,-6.2226,106.9018,1703033,1363366,339667,0.801,Tunai,0,15,35,0.25,1.15,0.15
BUDU00321,Rina Gunawan,P,37,1987-06-26,D,Kelas D (Menengah Bawah),Teknisi,Desa Makmur,Desa,3200,-5.8281,106.877,1822374,1530967,291407,0.84,Tunai,1,15,35,0.25,1.15,0.15
BUDU00322,Bella Rajasa,P,26,1998-03-15,C,Kelas C (Menengah),PNS Golongan II,Makassar,Kota Besar,1500000,-5.5671,119.8723,6479751,4604174,1875577,0.711,Kartu Debit,1,25,60,0.4,1.3,0.25
BUDU00323,Andi Nugroho,L,44,1980-02-26,D,Kelas D (Menengah Bawah),Karyawan Toko,Bandung,Kota Besar,2500000,-7.0944,108.1068,1915603,1449821,465782,0.757,Tunai,0,15,35,0.25,1.15,0.15
BUDU00324,Candra Prasetyo,L,18,2006-10-01,C,Kelas C (Menengah),Wirausaha Kecil,Palembang,Kota Besar,1700000,-3.454,105.2579,3596563,2337305,1259258,0.65,GoPay,1,25,60,0.4,1.3,0.25
BUDU00325,Andi Iskandar,L,28,1996-06-18,C,Kelas C (Menengah),Staf Administrasi,Tangerang,Metropolitan,2100000,-5.9181,107.0457,5397844,4213056,1184788,0.781,GoPay,1,25,60,0.4,1.3,0.25
BUDU00326,Sinta Tobing,P,23,2001-02-12,B,Kelas B (Menengah Atas),Analis Keuangan,Jakarta,Metropolitan,10500000,-6.6942,106.593,19159916,11520328,7639588,0.601,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00327,Rini Siregar,P,19,2005-07-05,D,Kelas D (Menengah Bawah),Guru Honorer,Kediri,Kota Kecil,320000,-7.9427,112.1365,2645538,2075133,570405,0.784,Tunai,1,15,35,0.25,1.15,0.15
BUDU00328,Januar Pratama,L,48,1976-03-08,D,Kelas D (Menengah Bawah),SPG/SPB,Desa Cikaret,Desa,2800,-6.6927,106.3258,1905929,1494845,411084,0.784,GoPay,0,15,35,0.25,1.15,0.15
BUDU00329,Agus Wibowo,L,42,1982-02-09,D,Kelas D (Menengah Bawah),Driver Ojek Online,Tasikmalaya,Kota Kecil,700000,-7.5202,108.3075,2854145,2202203,651942,0.772,Tunai,1,15,35,0.25,1.15,0.15
BUDU00330,Mulyadi Firmansyah,L,31,1993-11-06,E,Kelas E (Miskin),Buruh Pabrik,Surabaya,Kota Besar,3100000,-6.8294,112.3432,1279019,1198641,80378,0.937,Tunai,1,8,20,0.15,1.05,0.08
BUDU00331,Eko Sinaga,L,18,2006-01-04,C,Kelas C (Menengah),Sales,Purwokerto,Kota Kecil,290000,-6.9538,109.2924,3708329,2418288,1290041,0.652,OVO,1,25,60,0.4,1.3,0.25
BUDU00332,Nanda Wijaya,L,39,1985-02-15,E,Kelas E (Miskin),Nelayan,Desa Makmur,Desa,3200,-6.0723,106.9475,1445703,1393166,52537,0.964,DANA,1,8,20,0.15,1.05,0.08
BUDU00333,Mulyadi Santoso,L,33,1991-07-22,B,Kelas B (Menengah Atas),Engineer Senior,Bekasi,Metropolitan,2700000,-5.9244,106.7623,9351594,6154779,3196815,0.658,GoPay,1,40,90,0.55,1.5,0.35
BUDU00334,Vevi Manurung,P,46,1978-03-08,B,Kelas B (Menengah Atas),Engineer Senior,Denpasar,Kota Besar,900000,-8.6019,114.7718,14131649,7758279,6373370,0.549,GoPay,1,40,90,0.55,1.5,0.35
BUDU00335,Samsul Nasution,L,34,1990-05-25,E,Kelas E (Miskin),Ojek Konvensional,Desa Sejahtera,Desa,4100,-6.0308,106.7838,1086359,957836,128523,0.882,DANA,1,8,20,0.15,1.05,0.08
BUDU00336,Yanto Kusuma,L,19,2005-08-19,C,Kelas C (Menengah),Wirausaha Kecil,Semarang,Kota Besar,1800000,-6.7939,110.2509,4419327,3425746,993581,0.775,Kartu Debit,1,25,60,0.4,1.3,0.25
BUDU00337,Vina Lubis,P,26,1998-06-21,C,Kelas C (Menengah),Perawat,Surabaya,Kota Besar,3100000,-7.4693,112.2586,3243714,2119336,1124378,0.653,DANA,1,25,60,0.4,1.3,0.25
BUDU00338,Andi Susanto,L,24,2000-03-01,E,Kelas E (Miskin),Nelayan,Tasikmalaya,Kota Kecil,700000,-7.489,107.8437,863995,736930,127065,0.853,OVO,1,8,20,0.15,1.05,0.08
BUDU00339,Indri Hartono,P,38,1986-03-23,B,Kelas B (Menengah Atas),Manajer,Depok,Metropolitan,2200000,-6.6468,106.6216,12585753,6288612,6297141,0.5,Kartu Kredit,1,40,90,0.55,1.5,0.35
BUDU00340,Rizki Nasution,L,31,1993-09-16,D,Kelas D (Menengah Bawah),Admin Kantor,Surabaya,Kota Besar,3100000,-7.2394,112.4661,1765989,1506076,259913,0.853,Tunai,1,15,35,0.25,1.15,0.15
BUDU00341,Farida Purnomo,P,27,1997-01-16,D,Kelas D (Menengah Bawah),Karyawan Toko,Tegal,Kota Kecil,285000,-6.9109,109.2048,1999171,1505817,493354,0.753,DANA,0,15,35,0.25,1.15,0.15
BUDU00342,Mulyadi Hidayat,L,35,1989-09-21,C,Kelas C (Menengah),Staf Administrasi,Bekasi,Metropolitan,2700000,-5.8758,106.9897,3003717,2404715,599002,0.801,OVO,1,25,60,0.4,1.3,0.25
BUDU00343,Tono Iskandar,L,54,1970-07-21,E,Kelas E (Miskin),Pedagang Kaki Lima,Desa Sejahtera,Desa,4100,-5.8137,106.4514,1454180,1270545,183635,0.874,Tunai,1,8,20,0.15,1.05,0.08
BUDU00344,Zulfi Rahayu,L,37,1987-03-18,A,Kelas A (Kaya),Konsultan Senior,Bogor,Metropolitan,1100000,-6.8649,106.7113,46855532,24667283,22188249,0.526,Transfer Bank,1,50,150,0.65,1.7,0.45
BUDU00345,Yuni Situmorang,P,31,1993-03-23,B,Kelas B (Menengah Atas),Manajer,Tangerang,Metropolitan,2100000,-6.2935,106.4794,8861097,4579892,4281205,0.517,OVO,1,40,90,0.55,1.5,0.35
BUDU00346,Lutfi Sutrisno,L,46,1978-07-27,B,Kelas B (Menengah Atas),Dosen,Palembang,Kota Besar,1700000,-2.7858,105.2204,17206087,7974042,9232045,0.463,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00347,Firmansyah Rajasa,L,39,1985-06-14,C,Kelas C (Menengah),Guru Tetap,Pekalongan,Kota Kecil,310000,-6.7263,109.9271,4781638,3198162,1583476,0.669,Tunai,1,25,60,0.4,1.3,0.25
BUDU00348,Budi Tobing,L,42,1982-08-22,B,Kelas B (Menengah Atas),Manajer,Tangerang Selatan,Metropolitan,1700000,-6.4796,107.0701,10280091,6808242,3471849,0.662,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00349,Galih Pasaribu,L,24,2000-04-05,D,Kelas D (Menengah Bawah),Guru Honorer,Purwokerto,Kota Kecil,290000,-7.1285,109.7237,2266670,2023241,243429,0.893,OVO,1,15,35,0.25,1.15,0.15
BUDU00350,Okta Tambunan,P,41,1983-08-20,C,Kelas C (Menengah),Guru Tetap,Palembang,Kota Besar,1700000,-3.15,104.3463,3450361,2549481,900880,0.739,Transfer Bank,1,25,60,0.4,1.3,0.25
BUDU00351,Irwan Mahendra,L,42,1982-04-17,D,Kelas D (Menengah Bawah),Karyawan Toko,Desa Cikaret,Desa,2800,-6.1724,106.4716,1832275,1531669,300606,0.836,GoPay,0,15,35,0.25,1.15,0.15
BUDU00352,Doni Sihombing,L,24,2000-01-05,C,Kelas C (Menengah),Perawat,Makassar,Kota Besar,1500000,-5.1797,119.3434,5652584,4411592,1240992,0.78,GoPay,1,25,60,0.4,1.3,0.25
BUDU00353,Maman Hartono,L,24,2000-02-04,C,Kelas C (Menengah),Wirausaha Kecil,Palembang,Kota Besar,1700000,-3.1645,105.1211,5051498,3414326,1637172,0.676,Tunai,1,25,60,0.4,1.3,0.25
BUDU00354,Hendra Wijaya,L,18,2006-04-22,E,Kelas E (Miskin),Buruh Tani,Kediri,Kota Kecil,320000,-7.5637,112.2441,1390715,1259946,130769,0.906,GoPay,0,8,20,0.15,1.05,0.08
BUDU00355,Nanda Sihombing,L,31,1993-01-28,E,Kelas E (Miskin),Pedagang Kaki Lima,Pekalongan,Kota Kecil,310000,-7.2806,109.4079,964149,868636,95513,0.901,Tunai,1,8,20,0.15,1.05,0.08
BUDU00356,Ivan Iskandar,L,44,1980-01-15,B,Kelas B (Menengah Atas),Dokter,Tangerang Selatan,Metropolitan,1700000,-6.0087,106.6711,17051385,9040323,8011062,0.53,Transfer Bank,1,40,90,0.55,1.5,0.35
BUDU00357,Budi Purwanto,L,44,1980-04-18,C,Kelas C (Menengah),PNS Golongan II,Palembang,Kota Besar,1700000,-2.6173,104.6013,3389467,2644297,745170,0.78,GoPay,1,25,60,0.4,1.3,0.25
BUDU00358,Widya Hidayat,P,27,1997-01-17,D,Kelas D (Menengah Bawah),Admin Kantor,Desa Sejahtera,Desa,4100,-6.2718,106.3614,1850351,1663288,187063,0.899,GoPay,1,15,35,0.25,1.15,0.15
BUDU00359,Mulyadi Mahendra,L,45,1979-02-23,B,Kelas B (Menengah Atas),Wirausaha Menengah,Denpasar,Kota Besar,900000,-9.0062,115.4958,19919191,10375946,9543245,0.521,GoPay,1,40,90,0.55,1.5,0.35
BUDU00360,Budi Nasution,L,35,1989-05-01,D,Kelas D (Menengah Bawah),Pedagang Warung,Tegal,Kota Kecil,285000,-7.2304,109.0803,2933172,2583553,349619,0.881,Tunai,1,15,35,0.25,1.15,0.15
BUDU00361,Gita Kurniawan,P,31,1993-07-12,A,Kelas A (Kaya),Partner Law Firm,Tangerang,Metropolitan,2100000,-5.9157,106.5857,57565908,17285313,40280595,0.3,Transfer Bank,1,50,150,0.65,1.7,0.45
BUDU00362,Rizki Siregar,L,41,1983-04-01,D,Kelas D (Menengah Bawah),Driver Ojek Online,Pekalongan,Kota Kecil,310000,-6.5955,109.3958,1733659,1581895,151764,0.912,Tunai,1,15,35,0.25,1.15,0.15
BUDU00363,Kevin Firmansyah,L,31,1993-11-25,A,Kelas A (Kaya),Notaris,Bekasi,Metropolitan,2700000,-6.6262,107.4709,111774310,43977343,67796967,0.393,Transfer Bank,1,50,150,0.65,1.7,0.45
BUDU00364,Mira Mahendra,P,34,1990-09-23,B,Kelas B (Menengah Atas),Dosen,Bekasi,Metropolitan,2700000,-5.8108,107.3099,16694329,10165366,6528963,0.609,Kartu Debit,1,40,90,0.55,1.5,0.35
BUDU00365,Firmansyah Simatupang,L,44,1980-12-17,D,Kelas D (Menengah Bawah),Driver Ojek Online,Denpasar,Kota Besar,900000,-8.8706,115.3554,2138996,1863393,275603,0.871,GoPay,0,15,35,0.25,1.15,0.15
BUDU00366,Andi Firmansyah,L,34,1990-09-23,D,Kelas D (Menengah Bawah),Teknisi,Desa Makmur,Desa,3200,-6.3839,106.3557,2118549,1661717,456832,0.784,GoPay,1,15,35,0.25,1.15,0.15
BUDU00367,Erwin Gunawan,L,24,2000-09-02,C,Kelas C (Menengah),Wirausaha Kecil,Blitar,Kota Kecil,150000,-8.2906,112.5947,4589085,3340597,1248488,0.728,Kartu Debit,1,25,60,0.4,1.3,0.25
BUDU00368,Nanda Tobing,L,32,1992-01-18,C,Kelas C (Menengah),Pegawai Swasta,Makassar,Kota Besar,1500000,-5.3199,119.3048,5915479,3554281,2361198,0.601,GoPay,1,25,60,0.4,1.3,0.25
